Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
100128,Fate and Furies,Helen Scheuerer,"Scheuerer, Helen",,"=""""","=""""",0,3.90,Bloom Books,Audible Audio,448,2019,2019,2025/02/26,2024/12/04,"dnf-maybe-later, read",,read,,,,1,1
100129,Shadow and Storms,Helen Scheuerer,"Scheuerer, Helen",,"=""7615654527""","=""9787615654521""",0,3.51,Bloomsbury Publishing,,320,,,,2024/02/27,,,read,,,,1,0
100130,"Flawless (Chestnut Springs, #1)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",0,4.55,Sourcebooks Casablanca,Hardcover,320,2022,2022,2025/12/12,2024/03/18,,,read,,,,2,1
100131,"Heartless (Chestnut Springs, #2)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",0,4.45,Bloom Books,Audible Audio,448,2020,2020,,2024/11/04,,,to-read,,,,0,0
100132,"Powerless (Chestnut Springs, #3)",Elsie Silver,"Silver, Elsie",,"=""1494519832""","=""9781494519837""",0,3.67,Avon,Mass Market Paperback,,2022,2022,2025/04/28,2024/02/12,"dark-romance, fae",,read,,,,1,1
100133,"Reckless (Chestnut Springs, #4)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",0,4.07,Sourcebooks Casablanca,,614,2023,2022,,2024/10/20,,,read,,,,1,0
100134,"Hopeless (Chestnut Springs, #5)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",0,4.31,Berkley,Hardcover,412,2023,2023,2025/12/09,2024/01/06,,,read,,,,1,1
100135,"Wild Love (Rose Hill, #1)",Elsie Silver,"Silver, Elsie",,"=""0022961201""","=""9780022961208""",0,3.94,Entangled: Red Tower Books,Hardcover,448,,,,2024/04/13,,,read,,,,1,0
100136,"Wild Eyes (Rose Hill, #2)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",0,4.31,Bloomsbury Publishing,,384,2019,2019,2025/05/24,2024/06/25,"dark-romance, read",,read,,,,1,1
100137,"Wild Side (Rose Hill, #3)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",0,4.19,Avon,Mass Market Paperback,,2021,2020,,2024/02/09,,,read,,,,1,0
100138,"Wild Card (Rose Hill, #4)",Elsie Silver,"Silver, Elsie",,"=""8643815614""","=""9788643815619""",0,3.87,Sourcebooks Casablanca,Paperback,320,2019,2019,2025/08/17,2024/11/10,,,read,,,,1,1
100139,"Salt Kiss (Lyonesse, #1)",Sierra Simone,"Simone, Sierra",,"=""""","=""""",0,4.32,Bloom Books,Hardcover,412,2019,2019,,2024/01/07,,,to-read,,,,0,0
100140,"Honey Cut (Lyonesse, #2)",Sierra Simone,"Simone, Sierra",,"=""""","=""""",0,3.86,,Kindle Edition,384,2019,2019,2025/05/11,2024/02/01,"enemies-to-lovers, dnf-maybe-later",,read,,,,2,1
100141,"Priest (Priest, #1)",Sierra Simone,"Simone, Sierra",,"=""9851606071""","=""9789851606075""",0,3.89,,Audible Audio,528,,,,2024/10/14,,,read,,,,1,0
100142,"Phantasma (Wicked Games, #1)",Kaylie Smith,"Smith, Kaylie",,"=""""","=""""",0,3.61,Sourcebooks Casablanca,Audible Audio,,2020,2020,2025/05/04,2024/07/01,,,read,,,,1,1
100143,"Enchantra (Wicked Games, #2)",Kaylie Smith,"Smith, Kaylie",,"=""""","=""""",0,4.41,Entangled: Red Tower Books,Audible Audio,320,2021,2021,,2024/12/12,,,read,,,,1,0
100144,"Dire Bound (The Wolves of Ruin, #1)",Sable Sorensen,"Sorensen, Sable",,"=""0968164535""","=""9780968164532""",0,4.27,Bloom Books,,412,2020,2020,2025/02/17,2024/11/04,"favorites-shelf, read",,read,,,,1,1
100145,"A Touch of Darkness (Hades x Persephone Sage, #1)",Scarlett St. Clair,"Clair, Scarlett St.",,"=""""","=""""",0,3.71,Entangled: Red Tower Books,Mass Market Paperback,320,2019,2018,,2024/03/08,,,read,,,,1,0
100146,"A Touch of Ruin (Hades x Persephone Sage, #2)",Scarlett St. Clair,"Clair, Scarlett St.",,"=""""","=""""",0,3.99,Bloom Books,Mass Market Paperback,384,2023,2023,2025/03/25,2024/11/03,,,read,,,,1,1
100147,"A Touch of Malice (Hades x Persephone Sage, #3)",Scarlett St. Clair,"Clair, Scarlett St.",,"=""8995527177""","=""9788995527174""",0,3.47,Sourcebooks Casablanca,Paperback,,,,,2024/05/19,,,to-read,,,,0,0
100148,"A Touch of Chaos (Hades x Persephone Sage, #4)",Scarlett St. Clair,"Clair, Scarlett St.",,"=""""","=""""",0,4.17,Bloom Books,Paperback,412,2018,2018,2025/05/15,2024/08/02,fae,,read,,,,1,1
100149,"Kiss of the Basilisk (Spit or Swallow, #1)",Lindsay Straube,"Straube, Lindsay",,"=""""","=""""",0,3.96,Sourcebooks Casablanca,,528,2021,2020,,2024/10/20,,,read,,,,1,0
100150,"Between Two Kings (Spit or Swallow, #2)",Lindsay Straube,"Straube, Lindsay",Jane Cowriter,"=""1793597820""","=""9781793597827""",0,4.18,Bloomsbury Publishing,Kindle Edition,320,2022,2022,2025/02/26,2024/06/23,,,read,Absolutely devoured this. The tension!!,,,2,1
100151,"Binding 13 (Boys of Tommen, #1)",Chloe Walsh,"Walsh, Chloe",,"=""""","=""""",0,4.03,Entangled: Red Tower Books,Hardcover,448,2022,2022,,2024/12/15,,,read,,,,1,0
100152,"Keeping 13 (Boys of Tommen, #2)",Chloe Walsh,"Walsh, Chloe",,"=""""","=""""",0,4.35,,Hardcover,,2018,2018,2025/06/10,2024/07/14,"enemies-to-lovers, signed-copies, read",,read,,,,1,1
100153,Butcher and Blackbird,Brynne Weaver,"Weaver, Brynne",,"=""0151864492""","=""9780151864495""",0,3.57,Berkley,Hardcover,614,,,,2024/02/19,,,read,,,,1,0
100154,Leather and Lark,Brynne Weaver,"Weaver, Brynne",,"=""""","=""""",0,4.25,Bloomsbury Publishing,Hardcover,384,2022,2022,2025/11/23,2024/11/13,,,read,,,,1,1
100155,Scyth and Sparrow,Brynne Weaver,"Weaver, Brynne",,"=""""","=""""",0,4.38,,,614,2020,2020,,2024/09/13,,,to-read,,,,0,0
100156,"House of Beating Wings (The Kingdom of Crows, #1)",Olivia Wildenstein,"Wildenstein, Olivia",,"=""9168505423""","=""9789168505425""",0,4.01,Sourcebooks Casablanca,,412,2018,2018,2025/08/07,2024/04/05,dark-romance,,read,,,,1,1
100157,"House of Pounding Hearts (The Kingdom of Crows, #2)",Olivia Wildenstein,"Wildenstein, Olivia",,"=""""","=""""",0,3.80,Bloom Books,Mass Market Paperback,,2023,2022,,2024/09/02,,,read,,,,1,0
100158,"House of Striking Oaths (The Kingdom of Crows, #3)",Olivia Wildenstein,"Wildenstein, Olivia",,"=""""","=""""",0,4.40,Bloom Books,Mass Market Paperback,384,2019,2019,2025/03/20,2024/07/05,,,read,,,,1,1
100159,"All He'll Ever Be (Merciless, #1)",W Winters,"Winters, W",,"=""3706537947""","=""9783706537943""",0,4.56,Bloom Books,Audible Audio,412,,,,2024/09/08,,,read,,,,1,0
100160,Upon a Starlit Tide,Kell Woods,"Woods, Kell",,"=""""","=""""",0,4.03,Entangled: Red Tower Books,Kindle Edition,448,2022,2022,2025/04/12,2024/11/19,"dnf-maybe-later, fae, read",,read,,,borrowed from Kate — buy own copy,2,1
100161,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374049""",0,4.17,Bloom Books,Hardcover,412,2018,2017,,2024/03/28,,,read,,,,1,0
100162,"Iron Flame (The Empyrean, #2)",Rebecca Yarros,"Yarros, Rebecca",,"=""0818141247""","=""9780818141248""",0,3.51,Entangled: Red Tower Books,Audible Audio,,2021,2021,,2024/03/27,,,currently-reading,,,,0,1
100163,"Onyx Storm (The Empyrean, #3)",Rebecca Yarros,"Yarros, Rebecca",,"=""""","=""""",0,3.88,Berkley,Kindle Edition,448,2018,2018,,2024/06/01,,,to-read,,,,0,0
100164,Nocticadia,Keri Lake,"Lake, Keri",,"=""""","=""""",0,4.18,Bloom Books,Kindle Edition,320,2023,2023,2025/07/03,2024/06/08,fae,,read,,,,1,1
100165,The Works of Vermin,Hiron Ennes,"Ennes, Hiron",,"=""3047277901""","=""9783047277900""",5,4.06,,Mass Market Paperback,384,,,,2024/05/07,,,read,,,,1,0
100166,"Twisted Love (Twisted, #1)",Ana Huang,"Huang, Ana",,"=""""","=""""",4,3.76,Bloomsbury Publishing,Kindle Edition,412,2019,2019,2025/09/14,2024/02/25,,,read,,,,1,1
100167,"Twisted Games (Twisted, #2)",Ana Huang,"Huang, Ana",,"=""""","=""""",4,3.95,Bloomsbury Publishing,Audible Audio,,2022,2022,,2024/07/21,,,read,,,,1,0
100168,The Last Tale of the Flower Bride,Roshani Chokshi,"Chokshi, Roshani",,"=""9089324609""","=""9789089324605""",4,4.54,Sourcebooks Casablanca,Mass Market Paperback,412,2018,2018,2025/04/19,2024/07/06,"signed-copies, read",,read,,,,1,1
100169,"Twisted Hate (Twisted, #3)",Ana Huang,"Huang, Ana",,"=""""","=""""",4,4.45,Bloomsbury Publishing,,320,2021,2020,,2024/09/18,,,read,,,,1,0
100170,"Twisted Lies (Twisted, #4)",Ana Huang,"Huang, Ana",,"=""""","=""""",4,4.35,Berkley,Kindle Edition,320,2020,2020,2025/07/12,2024/05/24,,,read,,,,2,1
100171,The Lost Kings,Ashley Munoz,"Munoz, Ashley",,"=""0195205852""","=""9780195205857""",3,3.62,Entangled: Red Tower Books,Paperback,614,,,,2024/12/16,,,to-read,,,,0,0
100172,The Broken Queen,Ashley Munoz,"Munoz, Ashley",,"=""""","=""""",3,4.46,Berkley,Hardcover,,2019,2019,2025/12/25,2024/08/02,"hockey-romance, dark-romance",,read,,,,1,1
100173,"My Funny Demon Valentine (Hell Bent, #1)",Aurora Ascher,"Ascher, Aurora",,"=""""","=""""",4,3.70,Bloom Books,,528,2021,2020,,2024/09/13,,,read,,,,1,0
100174,"My Demon Hunter (Hell Bent, #2)",Aurora Ascher,"Ascher, Aurora",,"=""4450541566""","=""9784450541567""",4,3.84,Bloom Books,Mass Market Paperback,614,2021,2021,2025/07/11,2024/03/16,,,read,,,,1,1
100175,The Poet Empress,Shen Tao,"Tao, Shen",,"=""""","=""""",4,3.91,Avon,Mass Market Paperback,320,2023,2023,,2024/05/26,,,read,Absolutely devoured this. The tension!!,,,1,0
100176,"Done and Dusted (Rebel Blue Ranch, #1)",Iyla Sage,"Sage, Iyla",,"=""""","=""""",4,3.75,Avon,Mass Market Paperback,412,2023,2023,2025/03/18,2024/05/11,"dark-romance, read",,read,,,,1,1
100177,Willing Prey,Allie Oleander,"Oleander, Allie",,"=""7275705964""","=""9787275705960""",4,4.17,Berkley,Mass Market Paperback,,,,,2024/02/22,,,read,,,,1,0
100178,"Swift and Saddled (Rebel Blue Ranch, #2)",Iyla Sage,"Sage, Iyla",,"=""""","=""""",4,4.21,Avon,Paperback,384,2022,2022,2025/12/22,2024/03/01,,,read,,,,1,1
100179,"Lost and Lassoed (Rebel Blue Ranch, #3)",Iyla Sage,"Sage, Iyla",,"=""""","=""""",4,3.84,Avon,Mass Market Paperback,384,2023,2023,,2024/03/03,,,to-read,,,,0,0
100180,"Flock (The Ravenhood Series, #1)",Kate Stewart,"Stewart, Kate",Jane Cowriter,"=""0092755719""","=""9780092755712""",4,3.62,Sourcebooks Casablanca,Audible Audio,320,2023,2023,2025/09/12,2024/07/11,"hockey-romance, dark-romance",,read,,,,2,1
100181,"Exodus (The Ravenhood, #2)",Kate Stewart,"Stewart, Kate",,"=""""","=""""",3,4.24,Entangled: Red Tower Books,Mass Market Paperback,412,2020,2019,,2024/09/04,,,read,,,,1,0
100182,Wild and Wrangled,Iyla Sage,"Sage, Iyla",,"=""""","=""""",0,3.56,Bloomsbury Publishing,Audible Audio,,2018,2018,2025/05/23,2024/08/07,,,read,,,,1,1
100183,"The Finish Line (The Ravenhood, #3)",Kate Stewart,"Stewart, Kate",,"=""3715518844""","=""9783715518842""",4,4.17,Bloom Books,Hardcover,614,,,,2024/12/23,,,read,,,,1,0
100184,One Last Rainy Day,Kate Stewart,"Stewart, Kate",,"=""""","=""""",5,3.83,Sourcebooks Casablanca,Hardcover,448,2018,2018,2025/09/08,2024/02/07,"hockey-romance, read",,read,,,,1,1
100185,Mountain Boss,S.J. Tilly,"Tilly, S.J.",,"=""""","=""""",2,4.13,Bloomsbury Publishing,Paperback,528,2019,2018,,2024/08/26,,,read,,,,1,0
100186,Big Swiss,,,,"=""5678669125""","=""9785678669121""",0,4.45,Bloom Books,Mass Market Paperback,412,2019,2019,2025/08/15,2024/11/17,,,read,,,,1,1
100187,"War of Fire and Fury (Flame and Thorns, #5)",Marion Blackwood,"Blackwood, Marion",,"=""""","=""""",3,4.32,Entangled: Red Tower Books,Audible Audio,,2019,2019,,2024/11/19,,,to-read,,,,0,0
100188,The Deal,Elle Kennedy,"Kennedy, Elle",,"=""""","=""""",4,3.60,Berkley,,384,2020,2020,2025/09/28,2024/01/27,signed-copies,,read,,,,1,1
100189,The Mistake,Elle Kennedy,"Kennedy, Elle",,"=""0358414384""","=""9780358414382""",4,4.04,Sourcebooks Casablanca,,528,,,,2024/11/10,,,read,,,,1,0
100190,I Will Kill Your Imaginary Friend for $200,Robert Brockway,"Brockway, Robert",,"=""""","=""""",5,4.15,Sourcebooks Casablanca,Hardcover,384,2023,2023,2025/03/19,2024/10/05,,,read,,,,2,1
100191,"It Happened One Summer (Bellinger Series, #1)",Tessa Bailey,"Bailey, Tessa",,"=""""","=""""",3,3.45,,Mass Market Paperback,320,2018,2018,,2024/10/02,,,read,,,,1,0
100192,"Hook, Line, and Sinker (Bellinger Series, #1)",Tessa Bailey,"Bailey, Tessa",,"=""5396907844""","=""9785396907847""",3,3.47,Avon,Audible Audio,,2023,2023,2025/04/26,2024/11/13,"dnf-maybe-later, dark-romance, read",,read,,,,1,1
100193,In Her Own League,Liz Tomforde,"Tomforde, Liz",,"=""""","=""""",5,4.13,Berkley,,384,2020,2019,,2024/08/15,,,currently-reading,,,,0,0
100194,Birthday Girl,Penelope Douglas,"Douglas, Penelope",,"=""""","=""""",3,4.02,Bloomsbury Publishing,Hardcover,384,2020,2020,2025/06/24,2024/06/13,,,read,,,,1,1
100195,"Cash (Lucky River Ranch, #1)",Jessica Peterson,"Peterson, Jessica",,"=""4714732104""","=""9784714732106""",2,4.56,Entangled: Red Tower Books,Hardcover,384,,,,2024/10/14,,,to-read,,,,0,0
100196,Briar Club,Kate Quinn,"Quinn, Kate",,"=""""","=""""",3,4.00,Berkley,Audible Audio,528,2021,2021,2025/10/24,2024/06/07,dnf-maybe-later,,read,,,,1,1
100197,Of Ink and Alchemy,Sloane St. James,"James, Sloane St.",,"=""""","=""""",3,4.01,Entangled: Red Tower Books,Kindle Edition,,2021,2020,,2024/01/03,,,read,,,,1,0
100198,"Insatiable (The Edge of Darkness Trilogy, #1)",Leigh Rivers,"Rivers, Leigh",,"=""0950047974""","=""9780950047978""",4,4.27,Bloom Books,Audible Audio,384,2020,2020,2025/01/28,2024/02/14,,,read,,,,1,1
100199,"Voracious (The Edge of Darkness Trilogy, #2)",Leigh Rivers,"Rivers, Leigh",,"=""""","=""""",4,4.08,Entangled: Red Tower Books,Hardcover,448,2018,2018,,2024/06/02,,,read,,,,1,0
100200,"Restitution (The Edge of Darkness Trilogy, #3)",Leigh Rivers,"Rivers, Leigh",,"=""""","=""""",4,4.22,Bloomsbury Publishing,Kindle Edition,412,2022,2022,2025/09/10,2024/02/13,"favorites-shelf, signed-copies, read",,read,Absolutely devoured this. The tension!!,,borrowed from Kate — buy own copy,2,1
100201,"Fragile Sanctuary (Sparrow Falls, #1)",Catherine Cowles,"Cowles, Catherine",,"=""2655852398""","=""9782655852396""",2,3.45,,Hardcover,320,,,,2024/09/02,,,read,,,,1,0
100202,"Delicate Escape (Sparrow Falls, #2)",Catherine Cowles,"Cowles, Catherine",,"=""""","=""""",2,4.47,Entangled: Red Tower Books,Hardcover,,2022,2022,2025/08/17,2024/08/05,,,read,,,,1,1
100203,"Broken Harbor (Sparrow Falls, #3)",Catherine Cowles,"Cowles, Catherine",,"=""""","=""""",2,4.59,,Hardcover,384,2021,2021,,2024/10/11,,,to-read,,,,0,0
100204,"Chasing Shelter (Sparrow Falls, #4)",Catherine Cowles,"Cowles, Catherine",,"=""6888794705""","=""9786888794705""",2,3.43,Avon,Hardcover,614,2023,2023,2025/11/04,2024/07/19,"favorites-shelf, enemies-to-lovers",,read,,,,1,1
100205,"Secret Haven (Sparrow Falls, #5)",Catherine Cowles,"Cowles, Catherine",,"=""""","=""""",2,3.67,Bloomsbury Publishing,Mass Market Paperback,528,2022,2021,,2024/11/26,,,read,,,,1,0
100206,Just For The Cameras,Meghan Quinn,"Quinn, Meghan",,"=""""","=""""",3,4.33,Avon,Kindle Edition,614,2022,2022,2025/08/06,2024/09/21,,,read,,,,1,1
100207,Flames of Chaos,Amelia Hutchins,"Hutchins, Amelia",,"=""0309130756""","=""9780309130752""",2,3.64,Sourcebooks Casablanca,Mass Market Paperback,,,,,2024/07/23,,,read,,,,1,0
100208,"Wyatt (Lucky River Ranch, #2)",Jessica Peterson,"Peterson, Jessica",,"=""""","=""""",3,3.65,Berkley,,384,2022,2022,2025/08/28,2024/12/24,"enemies-to-lovers, read",,read,,,,1,1
100209,Fury Bound,Sable Sorensen,"Sorensen, Sable",,"=""""","=""""",3,4.55,Avon,Mass Market Paperback,448,2020,2019,,2024/08/17,,,read,,,,1,0
100210,"First -Time Caller (Heartstrings, #1)",B.K. Borison,"Borison, B.K.",Jane Cowriter,"=""6854973348""","=""9786854973344""",4,4.25,Berkley,Audible Audio,384,2023,2023,2025/04/10,2024/05/23,,,read,,,,2,1
100211,"Game on (Into Darkness, #3)",Navessa Allen,"Allen, Navessa",,"=""""","=""""",4,3.75,Sourcebooks Casablanca,,614,2020,2020,,2024/06/18,,,to-read,,,,0,0
100212,"Off to the Races (Gold Rush Ranch, #1)",Elsie Silver,"Silver, Elsie",,"=""""","=""""",4,3.45,,Paperback,,2020,2020,2025/09/13,2024/07/27,"favorites-shelf, hockey-romance",,read,,,,1,1
100213,"The Dark One (Vicious Lost Boys, #2)",Nikki St. Crowe,"Crowe, Nikki St.",,"=""6747338484""","=""9786747338482""",4,4.10,Entangled: Red Tower Books,Paperback,614,,,,2024/02/20,,,read,,,,1,0
100214,"Their Vicious Darling (Vicious Lost Boys, #3)",Nikki St. Crowe,"Crowe, Nikki St.",,"=""""","=""""",4,3.52,Berkley,,384,2018,2018,2025/11/17,2024/04/21,,,read,,,,1,1
100215,"The Fae Princes (Vicious Lost Boys, #4)",Nikki St. Crowe,"Crowe, Nikki St.",,"=""""","=""""",4,3.41,Sourcebooks Casablanca,Kindle Edition,614,2019,2019,,2024/08/04,,,read,,,,1,0
100216,My Dark Fairy Tale,Giana Darling,"Darling, Giana",,"=""0677345401""","=""9780677345409""",2,4.52,Bloomsbury Publishing,Audible Audio,448,2019,2019,2025/04/18,2024/12/24,"hockey-romance, read",,read,,,,1,1
100217,My Dark Ever After,Giana Darling,"Darling, Giana",,"=""""","=""""",2,4.55,Berkley,Paperback,,2023,2022,,2024/08/06,,,read,,,,1,0
100218,Broken Breath,Blake Black,"Black, Blake",,"=""""","=""""",2,3.74,,Mass Market Paperback,320,2020,2020,2025/01/10,2024/10/20,,,read,,,,1,1
100219,Twisted Trials,Blake Black,"Black, Blake",,"=""9728743152""","=""9789728743157""",2,3.62,,Hardcover,614,,,,2024/11/09,,,to-read,,,,0,0
100220,"Merry Christmas, You Filthy Animal",Meghan Quinn,"Quinn, Meghan",,"=""""","=""""",2,4.48,Bloom Books,Audible Audio,528,2023,2023,2025/05/19,2024/11/25,hockey-romance,,read,,,,2,1
100221,Live For Me,Brittany Ann,"Ann, Brittany",,"=""""","=""""",3,4.20,Entangled: Red Tower Books,Kindle Edition,320,2021,2020,,2024/09/11,,,read,,,,1,0
100222,Bad Bishop,L.J. Shen,"Shen, L.J.",,"=""8530463745""","=""9788530463744""",2,4.18,,Kindle Edition,,2020,2020,2025/10/24,2024/10/01,,,read,,,,1,1
100223,Crash,Kathy Lockheart,"Lockheart, Kathy",,"=""""","=""""",2,3.77,Avon,,320,2021,2021,,2024/01/22,,,read,,,,1,0
100224,Power,Kathy Lockheart,"Lockheart, Kathy",,"=""""","=""""",2,3.84,Entangled: Red Tower Books,Kindle Edition,614,2020,2020,,2024/09/23,"enemies-to-lovers, dark-romance, currently-reading",,currently-reading,,,,0,1
100225,Master of Salt & Bones,Keri Lake,"Lake, Keri",,"=""0272795687""","=""9780272795688""",0,4.31,,Mass Market Paperback,384,,,,2024/11/27,,,read,Absolutely devoured this. The tension!!,,,1,0
100226,Does it Hurt?,H.D. Carlton,"Carlton, H.D.",,"=""""","=""""",0,3.49,Sourcebooks Casablanca,Paperback,614,2020,2020,2025/02/17,2024/08/17,,,read,,,,1,1
100227,Athica Lane,Brynne Asher,"Asher, Brynne",,"=""""","=""""",2,4.48,Entangled: Red Tower Books,Mass Market Paperback,,2022,2022,,2024/01/27,,,to-read,,,,0,0
100228,Her Greatest Mistake,Hannah Cowan,"Cowan, Hannah",,"=""9225871397""","=""9789225871391""",0,4.08,Sourcebooks Casablanca,Audible Audio,448,2021,2021,2025/09/15,2024/01/15,signed-copies,,read,,,,1,1
100229,Zodiac Academy: The Awakening,Peckham; Valenti,"Valenti, Peckham;",,"=""""","=""""",0,3.43,Berkley,Paperback,412,2023,2022,,2024/11/26,,,read,,,,1,0
100230,Zodiac Academy: The Awakening as Told by the Boys,Peckham; Valenti,"Valenti, Peckham;",,"=""""","=""""",0,3.81,Bloomsbury Publishing,Mass Market Paperback,320,2021,2021,2025/12/07,2024/10/03,,,read,,,,2,1
100231,Zodiac Academy: Ruthless Fae,Peckham; Valenti,"Valenti, Peckham;",,"=""1170462265""","=""9781170462266""",0,3.85,,,448,,,,2024/08/28,,,read,,,,1,0
100232,Zodiac Academy: The Reckoning,Peckham; Valenti,"Valenti, Peckham;",,"=""""","=""""",0,3.87,Entangled: Red Tower Books,,,2022,2022,2025/09/05,2024/11/28,"dark-romance, hockey-romance, read",,read,,,,1,1
100233,Zodiac Academy: Shadow Princess,Peckham; Valenti,"Valenti, Peckham;",,"=""""","=""""",0,4.57,Avon,,320,2018,2017,,2024/04/27,,,read,,,,1,0
100234,Zodiac Academy: Cursed Fates,Peckham; Valenti,"Valenti, Peckham;",,"=""0868633752""","=""9780868633754""",0,4.14,Bloomsbury Publishing,Kindle Edition,614,2021,2021,2025/04/24,2024/02/02,,,read,,,,1,1
100235,Zodiac Academy: Fated Throne,Peckham; Valenti,"Valenti, Peckham;",,"=""""","=""""",0,3.44,Sourcebooks Casablanca,,320,2022,2022,,2024/04/03,,,to-read,,,,0,0
100236,Zodiac Academy: Heartless Sky,Peckham; Valenti,"Valenti, Peckham;",,"=""""","=""""",0,4.05,Bloom Books,Paperback,448,2019,2019,2025/12/28,2024/01/08,dnf-maybe-later,,read,,,,1,1
100237,Zodiac Academy: Sorrow and Starlight,Peckham; Valenti,"Valenti, Peckham;",,"=""3843959953""","=""9783843959954""",0,4.03,Avon,Hardcover,,,,,2024/03/22,,,read,,,,1,0
100238,Her Greatest Adventure,Hannah Cowan,"Cowan, Hannah",,"=""""","=""""",0,4.15,Avon,Mass Market Paperback,614,2019,2019,2025/05/02,2024/09/19,,,read,,,,1,1
100239,King of Greed,Ana Huang,"Huang, Ana",,"=""""","=""""",0,4.21,Bloom Books,Mass Market Paperback,412,2023,2023,,2024/08/02,,,read,,,,1,0
100240,"King of Sloth (Kings of Sin, #4)",Ana Huang,"Huang, Ana",Jane Cowriter,"=""6662462873""","=""9786662462873""",0,4.07,Entangled: Red Tower Books,Audible Audio,448,2021,2021,2025/05/28,2024/12/05,"dark-romance, signed-copies, read",,read,,,borrowed from Kate — buy own copy,2,1
100241,Eldritch,Keri Lake,"Lake, Keri",,"=""""","=""""",0,4.18,Avon,Hardcover,384,2020,2019,,2024/04/09,,,read,,,,1,0
100242,Detonate,Luna Mason,"Mason, Luna",,"=""""","=""""",0,3.46,Avon,,,2019,2019,2025/02/18,2024/12/27,,,read,,,,1,1
100243,Beneath the Stands,Emily McIntire,"McIntire, Emily",,"=""0990139837""","=""9780990139833""",0,3.65,Entangled: Red Tower Books,,320,,,,2024/06/10,,,to-read,,,,0,0
100244,Beneath the Hood,Emily McIntire,"McIntire, Emily",,"=""""","=""""",0,3.79,Berkley,Audible Audio,384,2022,2022,2025/02/24,2024/08/08,dnf-maybe-later,,read,,,,1,1
100245,Beneath the Surface,Emily McIntire,"McIntire, Emily",,"=""""","=""""",0,3.77,Berkley,Mass Market Paperback,614,2020,2019,,2024/08/18,,,read,,,,1,0
100246,There Are No Saints,Sophie Lark,"Lark, Sophie",,"=""8717535560""","=""9788717535569""",2,4.52,Sourcebooks Casablanca,,412,2022,2022,2025/04/24,2024/03/01,,,read,,,,1,1
100247,There Is No Devil,Sophie Lark,"Lark, Sophie",,"=""""","=""""",2,3.64,Entangled: Red Tower Books,Audible Audio,,2019,2019,,2024/07/10,,,read,,,,1,0
100248,The Hook Up,Kristen Callihan,"Callihan, Kristen",,"=""""","=""""",0,4.29,Avon,Kindle Edition,614,2023,2023,2025/10/27,2024/04/16,"fae, dnf-maybe-later, read",,read,,,,1,1
100249,The Friend Zone,Kristen Callihan,"Callihan, Kristen",,"=""6228728080""","=""9786228728081""",0,3.89,Bloom Books,,320,,,,2024/11/02,,,read,,,,1,0
100250,The Game Plan,Kristen Callihan,"Callihan, Kristen",,"=""""","=""""",0,4.01,Berkley,Paperback,320,2019,2019,2025/04/03,2024/12/05,,,read,Absolutely devoured this. The tension!!,,,2,1
100251,The Hot Shot,Kristen Callihan,"Callihan, Kristen",,"=""""","=""""",0,4.50,,Audible Audio,614,2022,2022,,2024/10/21,,,to-read,,,,0,0
100252,Crave,Tracy Wolff,"Wolff, Tracy",,"=""0008860084""","=""9780008860088""",0,4.50,Sourcebooks Casablanca,Kindle Edition,,2018,2018,2025/05/01,2024/09/27,"favorites-shelf, hockey-romance",,read,,,,1,1
100253,Not Your Pucking Girl,Sheridan Anne,"Anne, Sheridan",,"=""""","=""""",0,3.70,Berkley,Hardcover,528,2022,2021,,2024/04/07,,,read,,,,1,0
100254,Offside,Avery Keelan,"Keelan, Avery",,"=""""","=""""",0,3.69,,Kindle Edition,448,2022,2022,2025/07/03,2024/06/13,,,read,,,,1,1
100255,Gleam,Raven Kennedy,"Kennedy, Raven",,"=""5101666870""","=""9785101666870""",0,4.00,Avon,,320,,,,2024/12/06,,,currently-reading,,,,0,0
100256,Glow,Raven Kennedy,"Kennedy, Raven",,"=""""","=""""",0,4.47,Avon,Hardcover,384,2023,2023,2025/06/19,2024/02/17,"hockey-romance, read",,read,,,,1,1
100257,The Devils and the Dutchess,Marissa Farrar,"Farrar, Marissa",,"=""""","=""""",3,4.51,Sourcebooks Casablanca,Mass Market Paperback,,2023,2022,,2024/01/03,,,read,,,,1,0
100258,The Devils and their Doll,Marissa Farrar,"Farrar, Marissa",,"=""1250392614""","=""9781250392612""",3,4.48,Berkley,Audible Audio,448,2023,2023,2025/10/08,2024/10/27,,,read,,,,1,1
100259,The Devils' Darling,Marissa Farrar,"Farrar, Marissa",,"=""""","=""""",3,3.49,,Hardcover,614,2023,2023,,2024/12/05,,,to-read,,,,0,0
100260,Mafia and Scars,Isa Oliver,"Oliver, Isa",,"=""""","=""""",3,4.55,Avon,Hardcover,528,2022,2022,2025/01/04,2024/07/08,fae,,read,,,,2,1
